,review,PN
759,"We came here for dinner last Saturday around 7.15pm. It was full, and we snagged the last two bar seats before others came in and had to wait 20-30 mins for a table/bar seats. The place was very brightly lit providing a welcoming ambience. We started with the scallop pancake and the rice cakes. The pancake was a little dark for our liking,  but it tasted good. The rice cakes were disappointing. They were just pieces of starch in some spicy sweet sauce, but after the first one or two pieces, it got very boring. There needed to be something else to provide a textural contrast. We didn't finish this dish. For mains, we had the mixed grilled meats and the kimchi fried rice. The mixed grill came with a side of ban chan. The meat was very soft and well seasoned, while the kimchi fried rice was tasty, but a little too oily. Service was ok throughout, but servers did seem a little cold at times. They had some really cool cocktails that might be worth a try. Overall, decent experience, but we probably won't be running back to eat there again. I would give it 3.5 stars if I could.",0
760,We went here a week or so ago after purchasing a Groupon.We got the bulgogi ($25) and kimchee soup ($10). The food was fine but over-priced. I don't think I would go back. There are better Korean restaurants that are more reasonably priced.,0
761,"The best Bar in Incheon!
If you're around you definitely have to come over!
The staff is super nice, the drinks are great and you always have a great time there!
Cheers, Demi :)",1
762,"Best burger in incheon. Great service. Great selection of beer and liquor. Caters to expat crowd, especially flight crew and overnighting flight crew. It’s worth the walk. Must go,",1
763,"No chances to order as person in charge unhappy that we change table and purposely do not want to take our order and give instructions to the rest of the waitress cannot serve us, very bad experience in Seoul Myeongdong.",0
764,This was my first time having Korean Food. I was pleasantly surprised. The restaurant is very clean and the service is excellent. We began with a vegetable pancake that was very good especially with the hot sauce that came with it. My chicken was spicy and perfectly cooked. There were small dishes of Korean vegetables that were all new to me. Some I liked while others were too new for me to really evaluate. I am very pleased I went and will go back the next time I am in Sanford. The experience is well worth it.,1
765,I was invited last minute for a quick bite with friends. This being my first time here was pretty neat. I ordered bulgogi and the plate size serving was big enough for me to finish with a side bowl of rice. The space had big pictures of the noodle bowls being displayed on the left wall since the menu had no pictures of the food on it. The TV showed the Korean news and my group was the last ones to leave this spot.,0
766,"This location is kinda gross.  Dining area isn't well kept, neither is the food area. Employees acted like we were interrupting their social hour.

Skip it.",0
767,"Decent Korean food. Service is ok - seems like a fairly new restauranteur team, so some of the sequencing was a bit off.
For example we ordered 2 starters, but one came after we’d started the main course, so we sent it back. And my wife’s main course came a few minutes after mine, which we had to flag.
However the team of waitresses were well dressed, and couldn’t do enough to help once they had realised their mistake.
So overall, decent food, a friendly restaurant team. They just need to improve some of their sequencing.
Overall Miss Korea is a good edition to Birmingham’s burgeoning Asian restaurant quarter.",1
768,Warm friendly pub with an excellent selection of beers. This place is a must visit if you want more than a Cass.,1
769,"The food here is worse than other places. Side dishes are below average. The price is expensive for the food. Air conditioner was not function as it should and made us feel super hot while grilling.

Overall We were disappointed with the food and service here.",0
770,"If you have a spare evening in Phnom Penh don't miss a visit to North Korea! This unusual restaurant serves Korean favorites followed by a vivid floorshow.

Operated by a department of the North Korean regime, the restaurant provides a source of hard currency, a venue for propaganda and possibly more nefarious activities that benefit the DPRK.

The large banqueting hall is brightly illuminated and decorated in what might be described as ""synthetic wedding party"".

The food, conveniently pictured in a photo menu, was abundant, savory, and featured barnyard, sea and kennel-to-table (yes, dog meat) Korean favorites. Service, provided by attractive young women who also perform, was pleasant and fast, a necessity considering the imminent start of the show.

The fifty minute floorshow featured most of the all-female wait staff singing, dancing and expertly performing on a wide variety of traditional and modern instruments with an ear singeing, over-amped audio output.

Most of the guests in this busy eatery were Korean men, but Westerners and some families were in attendance. Communication with the staff is challenging absent Korean or Khmer, and one needs to accept the presence of smokers, ""minders"" and surveillance. Was that a camera overhead in the women's toilet?",0
